UserAccountId,CertificateDegree,Major,University
UA001910,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Balikesir University"
UA001911,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Universitas Pembangunan Nasional "Veteran" East Java"
UA001912,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Tashkent Medical Academy"
UA001913,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Albertus Magnus College"
UA001914,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","University of Agricultural Sciences, Dharwad"
UA001915,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Medical College of Georgia"
UA001916,Master,"COMPUTER SYSTEMS ANALYSTS","Universidad Nacional de la Amazonía Peruana"
UA001917,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Parwan University"
UA001918,Master,"PHYSICS TEACHERS, POSTSECONDARY","University of Texas at Austin"
UA001919,Master,"COMPUTER PROGRAMMERS","University of Milan - Bicocca"
UA001920,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Nordakademie, Staatlich anerkannte private Fachhochschule mit dualen Studiengängen"
UA001921,Doctor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","University "Petre Andrei" Iasi"
UA001922,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Toyo University"
UA001923,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Université de Yaoundé II"
UA001924,Master,"COMPUTER SYSTEMS ANALYSTS","Assiut University"
UA001925,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Gulf University College"
UA001926,Bachelor,"ELECTRICAL ENGINEERS","Northwood University"
UA001927,Doctor,"COMPUTER SYSTEMS ANALYSTS","Kwara State Polytecnic"
UA001928,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Koyasan University"
UA001929,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","University of Nebraska - Omaha"
UA001930,Master,"COMPUTER SYSTEMS ANALYSTS","Royal Danish Academy of Fine Arts, School of Architecture"
UA001931,Master,"COMPUTER AND INFORMATION RESEARCH SCIENTISTS","Universidad Francisco Marroquín"
UA001932,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Medical Academy in Gdansk"
UA001933,Doctor,"OPERATIONS RESEARCH ANALYSTS","Dneprodzerzhinsk State Technical University"
UA001934,Doctor,"OPERATIONS RESEARCH ANALYSTS","Institute of Teachers Education, Kota Bharu"
UA001935,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Narendra Deva University of Agriculture and Technology"
UA001936,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Ecole Supérieure de Commerce de Lille"
UA001937,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Keller Graduate School of Management"
UA001938,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Shoumen University "Konstantin Preslavski" "
UA001939,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","University of New England"
UA001940,Bachelor,"FINANCIAL ANALYSTS","Hyogo University of Education"
UA001941,Doctor,"COMPUTER SYSTEMS ANALYSTS","Wittenberg University"
UA001942,Bachelor,"GEOLOGICAL AND PETROLEUM TECHNICIANS","Mykolo Romerio university"
UA001943,Bachelor,"OPERATIONS RESEARCH ANALYSTS","Universidad Autónoma del Estado de Morelos"
UA001944,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Alcorn State University"
UA001945,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Tashkent State Technical University"
UA001946,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","École nationale d'administration publique, Université du Québec"
UA001947,Master,STATISTICIANS,"Angkor University"
UA001948,Doctor,"COMPUTER SYSTEMS ANALYST","Islamic Azad University, Hamedan"
UA001949,Doctor,"COMPUTER SYSTEMS ANALYST","Albion College"
UA001950,Bachelor,"COMPUTER SYSTEMS ANALYST","Sevastopol National Technical University"
UA001951,Master,"COMPUTER SYSTEMS ANALYST","Najaf Abad University of Applied Science and Technology"
UA001952,Master,"COMPUTER SYSTEMS ANALYST","Europäische Betriebswirtschafts-Akademie"
UA001953,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Shanxi Agricultural University"
UA001954,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Nirma University"
UA001955,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universitas Muhammadiyah Jember"
UA001956,Master,"COMPUTER PROGRAMMERS","Husson College"
UA001957,Doctor,"COMPUTER SYSTEMS ANALYSTS","Smith College"
UA001958,Doctor,"COMPUTER SYSTEMS ANALYSTS","Polytechnic Institute of Turin"
UA001959,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Universiteit Antwerpen"
UA001960,Bachelor,"OPERATIONS RESEARCH ANALYSTS","College of the Atlantic"
UA001961,Master,"COMPUTER SYSTEMS ANALYST","Bryant University"
UA001962,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Tohoku College of Pharmacy"
UA001963,Bachelor,"COMPUTER PROGRAMMERS","Collège Boréal"
UA001964,Bachelor,"WEB DEVELOPERS","Gannon University"
UA001965,Doctor,"COMPUTER PROGRAMMERS","Université Protestante au Congo"
UA001966,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","University of Derby"
UA001967,Bachelor,"COMPUTER PROGRAMMERS","Voronezh State Pedagogical University"
UA001968,Master,"MECHANICAL ENGINEERS","University of Leeds"
UA001969,Bachelor,"ACCOUNTANTS AND AUDITORS","Northface University"
UA001970,Master,"ACCOUNTANTS AND AUDITORS","Universidad Pontificia Comillas"
UA001971,Master,"ACCOUNTANTS AND AUDITORS","Oman College Of Management & Technology"
UA001972,Doctor,"ACCOUNTANTS AND AUDITORS","Lucerne University of Applied Sciences and Arts "
UA001973,Doctor,"COMPUTER AND INFORMATION RESEARCH SCIENTISTS","Universidad Pública de Navarra"
UA001974,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","North Eastern Hill University"
UA001975,Master,"FINANCIAL SPECIALISTS, ALL OTHER","West Coast University"
UA001976,Master,"COMPUTER SYSTEMS ANALYSTS","Lazarski School of Commerce and Law"
UA001977,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Derby"
UA001978,Bachelor,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","Boston University"
UA001979,Doctor,"COMPUTER SYSTEMS ANALYSTS","Shawnee Community College"
UA001980,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Kenyatta University"
UA001981,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Northland College"
UA001982,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","University of Khartoum"
UA001983,Master,"COMPUTER OCCUPATIONS, ALL OTHER","John Cabot University"
UA001984,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Dr. Bhim Rao Abdekar University"
UA001985,Doctor,"OPERATIONS RESEARCH ANALYSTS","Chaminade University of Honolulu"
UA001986,Doctor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Southeast University"
UA001987,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Yorker International University, Athens"
UA001988,Bachelor,"MARKETING MANAGERS","Pontifcia Universitas a S.Thomas Aquinate in Urbe"
UA001989,Master,"COMPUTER OCCUPATIONS, ALL OTHER","State Maritine Academy"
UA001990,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Chester"
UA001991,Bachelor,"OPERATIONS RESEARCH ANALYSTS","National Institute of Technology Kurukshetra"
UA001992,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Phillips University"
UA001993,Doctor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Institut Catholique d'Arts et Métiers Nantes"
UA001994,Bachelor,"EDUCATION ADMINISTRATORS, PRESCHOOL AND CHILDCARE","Institut Textile et Chimique de Lyon"
UA001995,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","University of Tehran"
UA001996,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Universidade de Tocantins"
UA001997,Bachelor,"COMPUTER PROGRAMMERS","Universidad Central Dominicana de Estudio Profesionales"
UA001998,Master,"COMPUTER PROGRAMMERS","National Institute of Technology, Trichy"
UA001999,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Harvey Mudd College"
UA002000,Doctor,"COMPUTER SYSTEMS ANALYSTS","Tabriz University"
UA002001,Doctor,"COMPUTER SYSTEMS ANALYSTS","Shanghai Maritime University"
UA002002,Bachelor,"COMPUTER PROGRAMMERS","Holy Names College"
UA002003,Master,"COMPUTER SYSTEMS ANALYSTS","International Medical University"
UA002004,Master,"COMPUTER PROGRAMMERS","Université Euro-Afrique"
UA002005,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","University of Windsor"
UA002006,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","National Pingtung University of Science and Technology"
UA002007,Doctor,"COMPUTER SYSTEMS ANALYSTS","Port Dickson Polytechnic"
UA002008,Bachelor,"ARCHITECTURAL AND ENGINEERING MANAGERS","Finnmark University College"
UA002009,Bachelor,"COMPUTER HARDWARE ENGINEERS","Universität Passau"
UA002010,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of London"
UA002011,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of the West Indies St. Augustine"
UA002012,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Asahi University"
UA002013,Doctor,"COMPUTER SYSTEMS ANALYSTS","Modern University For Technology and Information"
UA002014,Doctor,"COMPUTER SYSTEMS ANALYSTS","Mwalimu Nyerere Memorial Academy"
UA002015,Bachelor,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","Trisakti Institute of Tourism "
UA002016,Bachelor,"FINANCIAL MANAGERS","Universidad Autonoma del Sur"
UA002017,Master,"ARCHITECTURAL AND ENGINEERING MANAGERS","Universidad del Cine - Buenos Aires"
UA002018,Master,"MANAGEMENT ANALYSTS","Rajshahi University of Engineering and Technology"
UA002019,Bachelor,"ELECTRICAL ENGINEERS","Midland Lutheran College"
UA002020,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Osaka University of Economics"
UA002021,Doctor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Dravidian University"
UA002022,Bachelor,"COMPUTER PROGRAMMERS","Universidad Fidélitas"
UA002023,Bachelor,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Shanghai Sanda University"
UA002024,Master,"COMPUTER SYSTEMS ANALYSTS","MCI-Management Center Innsbruck"
UA002025,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Pomor State University"
UA002026,Master,"COMPUTER SYSTEMS ANALYSTS","Uzima University College "
UA002027,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Fahad Bin Sultan University"
UA002028,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Mahatma Gandhi Kashi Vidyapith "
UA002029,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","DeSales University"
UA002030,Bachelor,"SOCIOLOGY TEACHERS, POSTSECONDARY","Himachal Pradesh University"
UA002031,Master,"COMPUTER PROGRAMMERS","Allameh Tabatabaie University"
UA002032,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Montana State University - Billings"
UA002033,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Multnomah Bible College"
UA002034,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","University of Zagreb"
UA002035,Doctor,"COMPUTER SYSTEMS ANALYSTS","Merkur Internationale FH Karlsruhe"
UA002036,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Tokyo University of Pharmacy and Life Science"
UA002037,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Nkumba University"
UA002038,Master,"OPERATIONS RESEARCH ANALYSTS","National Metallurgical Academy of Ukraine"
UA002039,Master,"MANAGEMENT ANALYSTS","Azusa Pacific University"
UA002040,Master,"COMPUTER SYSTEMS ANALYSTS","University of Nebraska Medical Center"
UA002041,Doctor,"OPERATIONS RESEARCH ANALYSTS","Stavropol State University"
UA002042,Doctor,"GRAPHIC DESIGNERS","Atyrau State University"
UA002043,Bachelor,"ACCOUNTANTS AND AUDITORS","Universidad de San Buenaventura Medellin"
UA002044,Bachelor,"COMPUTER SYSTEMS ANALYSTS","City University"
UA002045,Master,"ACCOUNTANTS AND AUDITORS","National Taiwan University of Science and Technology"
UA002046,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Arizona State University, Polytechnic Campus"
UA002047,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Kyunghee University"
UA002048,Bachelor,"ACCOUNTANTS AND AUDITORS","Islamic Azad University, Ardabil"
UA002049,Doctor,"FINANCIAL SPECIALISTS, ALL OTHER","North Carolina Central University"
UA002050,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Pabna University of Science and Technology"
UA002051,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Bundelkhand University"
UA002052,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Hokkaido University of Health Sciences"
UA002053,Bachelor,"INTERNISTS, GENERAL","Universidad Veracruzana"
UA002054,Master,"FINANCIAL MANAGERS","Fukuoka University of Education"
UA002055,Master,PSYCHIATRISTS,"International Kazakh-Turkish University"
UA002056,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","The College of Westchester"
UA002057,Doctor,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","University of Architecture, Civil Engineering and Geodesy"
UA002058,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Ludwik Solski State Academy of Theatre in Cracow"
UA002059,Master,"COMPUTER SYSTEMS ANALYSTS","University of Aberdeen"
UA002060,Master,"SALES ENGINEERS","Kinjo Gakuin University"
UA002061,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Universitas Pekalongan"
UA002062,Bachelor,"FOREIGN LANGUAGE AND LITERATURE TEACHERS,","Seoul City University"
UA002063,Master,"COMPUTER SYSTEMS ANALYSTS","University of South Carolina - Salkehatchie"
UA002064,Master,"HUMAN RESOURCES SPECIALISTS","Shandong University of Science and Technology"
UA002065,Doctor,"OPERATIONS RESEARCH ANALYSTS","Ecole Nationale Supérieure d'Agronomie de Montpellier"
UA002066,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Bogazici University"
UA002067,Bachelor,"MECHANICAL ENGINEERS","Trakya University"
UA002068,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Wah Medical College"
UA002069,Master,"FINANCIAL MANAGERS","University of Jazeera"
UA002070,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","State University of Tetova"
UA002071,Bachelor,"COMPUTER SYSTEMS ANALYSTS","St. John's University"
UA002072,Bachelor,"COMPUTER PROGRAMMERS","Sylhet Engineering College"
UA002073,Doctor,"COMPUTER SYSTEMS ANALYST","Winthrop University"
UA002074,Bachelor,"COMPUTER SYSTEMS ANALYST","Institute for Command Engineers of The Ministry for Emergency Situations"
UA002075,Bachelor,"COMPUTER SYSTEMS ANALYST","National University of Shipbuilding"
UA002076,Master,"SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS","American University of Kuwait "
UA002077,Bachelor,"COMPUTER SYSTEMS ANALYST","Universidad del Valle de Puebla"
UA002078,Master,"COMPUTER SYSTEMS ENGINEERS/ARCHITECTS","Morrison College"
UA002079,Master,"COMPUTER SYSTEMS ANALYST","International University for Graduate Studies"
UA002080,Doctor,"MANAGEMENT ANALYSTS","Tay Nguyen University"
UA002081,Doctor,"COMPUTER SYSTEMS ANALYST","Federal University of Technology, Yola"
UA002082,Bachelor,"COMPUTER SYSTEMS ANALYST","Université d'Orléans"
UA002083,Master,"COMPUTER SYSTEMS ANALYSTS","DEI Bachelor & Master Degrees"
UA002084,Master,"COMPUTER SYSTEMS ANALYSTS","Pace University"
UA002085,Bachelor,"MANAGEMENT ANALYSTS","College of Telecommunication & Information "
UA002086,Bachelor,"COMPUTER SYSTEMS ANALYST","University of Memphis"
UA002087,Doctor,"SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS","Heidelberg College"
UA002088,Bachelor,"FINANCIAL SPECIALISTS, ALL OTHER","Bethel College St. Paul"
UA002089,Bachelor,"FINANCIAL SPECIALISTS, ALL OTHER","Université de Blida"
UA002090,Master,"COMPUTER SYSTEMS ANALYSTS","Pennsylvania State University - Schuylkill"
UA002091,Master,"COMPUTER SYSTEMS ANALYSTS","Universidad La Salle Cuernavaca"
UA002092,Master,"MANAGEMENT ANALYSTS","Simpson College Iowa"
UA002093,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Gettysburg College"
UA002094,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Philippine Women's University"
UA002095,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Sultan Ahmad Shah Islamic College"
UA002096,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Selcuk University"
UA002097,Master,"INTERNISTS, GENERAL","Uzima University College "
UA002098,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Ural Academy of Public Administration"
UA002099,Bachelor,"COMPUTER AND INFORMATION RESEARCH SCIENTISTS","Katsina University"
UA002100,Bachelor,"ACCOUNTANTS AND AUDITORS","Azerbaijan University"
UA002101,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Vaganova Academy of Russian Ballet"
UA002102,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Utah State University"
UA002103,Bachelor,"MATERIALS ENGINEERS","Islamic Azad University, Shahr-e-rey Branch"
UA002104,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Palm Beach State College"
UA002105,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Tianjin Open University"
UA002106,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Dalian Polytechnic University"
UA002107,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Uzima University College "
UA002108,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Technological University (Monywa)"
UA002109,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Chung Hua University"
UA002110,Bachelor,"ENVIRONMENTAL ENGINEERS","University of Winnipeg"
UA002111,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","COMSATS Institute of Information Technology, Wah"
UA002112,Master,"MANAGEMENT ANALYSTS","Agricultural University of Szczecin"
UA002113,Bachelor,"ACCOUNTANTS AND AUDITORS","University of Wroclaw"
UA002114,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Yan'an University"
UA002115,Doctor,"FINANCIAL SPECIALISTS, ALL OTHER","Campion College"
UA002116,Bachelor,"MECHANICAL ENGINEERS","Murdoch University"
UA002117,Bachelor,"FINANCIAL SPECIALISTS, ALL OTHER","Mimar Sinan University"
UA002118,Master,"COMPUTER SYSTEMS ANALYSTS","Agricultural University of Poznan"
UA002119,Master,"COMPUTER PROGRAMMERS","Universidad APEC"
UA002120,Master,"COMPUTER PROGRAMMERS","Nagaland University"
UA002121,Doctor,STATISTICIANS,"German Jordanian University"
UA002122,Doctor,"COMPUTER SYSTEMS ANALYSTS","University of Iceland"
UA002123,Bachelor,"INTERNISTS, GENERAL","New Era College of Arts, Science & Technology"
UA002124,Bachelor,"SALES MANAGERS","Universidad Madero"
UA002125,Master,"MANAGEMENT ANALYSTS","Syktyvkar State University"
UA002126,Master,"COMPUTER SYSTEMS ANALYSTS","Melaka Islamic University College"
UA002127,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Tehran"
UA002128,Bachelor,"FASHION DESIGNERS","University of Dallas"
UA002129,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Shahrood University of Medical Sciences"
UA002130,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Sojourner-Douglass College"
UA002131,Bachelor,"ACCOUNTANTS AND AUDITORS","Sanyo Gakuen University"
UA002132,Master,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","British Columbia Institute of Technology"
UA002133,Bachelor,"FINANCIAL ANALYSTS","East Central University"
UA002134,Master,"DATABASE ADMINISTRATORS","Wilbur Wright College"
UA002135,Master,"COMPUTER SYSTEMS ANALYSTS","Katholische Stiftungsfachhochschule München"
UA002136,Doctor,LOGISTICIANS,"Universidad de la República"
UA002137,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Technical University of Timisoara"
UA002138,Bachelor,"ACCOUNTANTS AND AUDITORS","Maritime University in Szczecin"
UA002139,Master,"ACCOUNTANTS AND AUDITORS","San Francisco Conservatory of Music"
UA002140,Master,"ACCOUNTANTS AND AUDITORS","Universidad Nacional de Luján"
UA002141,Bachelor,"ACCOUNTANTS AND AUDITORS","Pedagogical State University "Ion Creanga" "
UA002142,Bachelor,"ACCOUNTANTS AND AUDITORS","Hubei University"
UA002143,Doctor,"ACCOUNTANTS AND AUDITORS","Asian University of Science and Technology"
UA002144,Bachelor,"ACCOUNTANTS AND AUDITORS","ICFAI University"
UA002145,Bachelor,"ACCOUNTANTS AND AUDITORS","Penang International Dental College"
UA002146,Master,"ACCOUNTANTS AND AUDITORS","Ripon College"
UA002147,Master,"ACCOUNTANTS AND AUDITORS","Bahir Dar University"
UA002148,Master,"ACCOUNTANTS AND AUDITORS","Gordon College"
UA002149,Doctor,"ACCOUNTANTS AND AUDITORS","Lahore University of Management Sciences"
UA002150,Doctor,"ACCOUNTANTS AND AUDITORS","University of Oulu"
UA002151,Bachelor,"ACCOUNTANTS AND AUDITORS","VBS Purvanchal University"
UA002152,Bachelor,"ACCOUNTANTS AND AUDITORS","Kwangju National University of Education"
UA002153,Master,"COMPUTER OCCUPATIONS, ALL OTHER","National Open University of Nigeria"
UA002154,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Njala University"
UA002155,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","California State University, Fresno"
UA002156,Bachelor,"COMPUTER PROGRAMMERS","Ben-Gurion University of the Negev"
UA002157,Doctor,"ELECTRICAL ENGINEERS","Fachhochschule Offenburg, Hochschule für Technik und Wirtschaft"
UA002158,Bachelor,"PHYSICIANS AND SURGEONS, ALL OTHER","Queen Mary and Westfield College, University of London"
UA002159,Bachelor,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","Pontifcia Università Urbaniana"
UA002160,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Bari"
